customer_id,recency_days,frequency,monetary_total,avg_order_value,tenure_days,delivery_share,avg_items_per_order,item_diversity,tip_rate,modifiers_per_order,lapsed
682,44,2,47.26,23.630000,307,0.00000,1.5000,3,0.105798,2.5000,0
683,16,8,242.32,30.290000,335,0.37500,2.3750,7,0.103623,0.5000,0
688,9,18,492.57,27.365000,342,0.22222,2.7222,27,0.047709,1.7222,0
691,89,8,509.30,63.662500,262,0.75000,2.8750,8,0.138622,1.5000,0
693,26,2,101.18,50.590000,325,1.00000,4.0000,7,0.042993,1.0000,1
694,14,6,160.50,26.750000,337,0.00000,1.5000,7,0.000000,1.1667,0
696,65,9,380.87,42.318889,286,0.11111,2.6667,8,0.065114,6.3333,1
698,9,33,1144.21,34.673030,342,0.93939,2.3333,11,0.197813,2.6061,0
699,9,11,977.77,88.888182,342,0.00000,4.8182,11,0.083425,2.7273,0
700,40,19,426.50,22.447368,311,0.73684,1.3158,8,0.000000,0.7368,0
701,44,6,305.04,50.840000,307,1.00000,4.0000,18,0.000000,0.6667,0
702,83,5,229.23,45.846000,268,0.40000,2.2000,10,0.021812,2.6000,1
703,39,8,237.47,29.683750,312,0.50000,2.1250,11,0.029477,0.6250,1
704,20,15,443.94,29.596000,331,0.00000,2.2000,9,0.072082,0.6667,0
707,48,21,636.65,30.316667,303,1.00000,1.9524,15,0.000000,0.5238,0
712,43,13,491.37,37.797692,308,0.07692,1.7692,2,0.050573,1.1538,0
717,68,6,205.07,34.178333,283,0.50000,2.3333,9,0.009753,1.5000,1
721,8,4,174.22,43.555000,342,0.00000,2.5000,7,0.103318,0.7500,0
725,8,4,372.73,93.182500,342,0.00000,3.5000,6,0.155045,10.0000,0
732,33,18,307.59,17.088333,317,1.00000,1.2778,15,0.058519,1.1667,0
733,9,25,2183.53,87.341200,341,1.00000,4.5600,27,0.157635,2.9600,0
738,34,12,294.83,24.569167,316,0.25000,1.3333,9,0.000000,1.0000,0
740,13,11,590.77,53.706364,337,1.00000,6.0909,13,0.021464,3.5455,0
744,3,11,199.16,18.105455,347,0.09091,1.3636,7,0.027566,0.8182,0
745,49,21,650.56,30.979048,301,0.33333,1.9524,19,0.016909,0.8095,0
747,21,5,507.48,101.496000,329,0.00000,4.6000,11,0.037617,0.6000,0
748,38,35,616.28,17.608000,312,0.02857,1.7714,6,0.000000,1.2571,0
749,5,17,539.80,31.752941,345,0.00000,3.0588,9,0.000000,0.2941,0
754,17,21,425.87,20.279524,333,0.14286,2.0476,19,0.030314,3.5238,0
755,38,10,305.75,30.575000,312,0.00000,3.8000,5,0.000000,1.0000,0
756,25,5,110.17,22.034000,325,1.00000,1.2000,3,0.019061,0.4000,1
757,50,8,393.76,49.220000,300,1.00000,3.2500,12,0.000000,3.0000,0
759,68,12,581.53,48.460833,282,0.66667,4.7500,9,0.043420,3.5833,0
760,15,17,327.59,19.270000,335,0.05882,1.2941,11,0.027473,1.5882,0
762,30,13,459.64,35.356923,320,0.07692,2.8462,20,0.011422,0.8462,0
764,23,8,1183.42,147.927500,326,0.00000,8.2500,10,0.000000,1.7500,0
767,58,3,132.59,44.196667,291,0.00000,3.6667,3,0.067878,1.0000,1
769,38,11,267.99,24.362727,311,0.81818,1.6364,7,0.033583,0.9091,0
770,5,25,755.82,30.232800,344,1.00000,4.6000,18,0.063507,1.5200,0
772,67,9,322.45,35.827778,282,1.00000,2.7778,6,0.042239,3.2222,0
778,40,7,175.33,25.047143,309,0.28571,2.7143,10,0.000000,1.4286,0
782,24,11,908.61,82.600909,325,0.72727,4.2727,15,0.108958,2.8182,1
786,61,8,375.06,46.882500,288,0.75000,3.5000,6,0.111982,0.3750,0
789,88,5,251.21,50.242000,261,0.60000,3.2000,9,0.075634,3.8000,0
790,8,14,325.53,23.252143,341,1.00000,1.5714,7,0.136362,3.5714,0
796,17,10,142.14,14.214000,331,0.00000,1.0000,2,0.051499,1.7000,0
798,21,24,1177.04,49.043333,327,0.29167,3.9583,7,0.084279,1.6667,0
799,86,5,99.00,19.800000,262,0.00000,2.0000,2,0.000000,1.0000,0
800,1,12,704.86,58.738333,347,1.00000,3.7500,14,0.153648,7.8333,0
801,14,6,313.36,52.226667,334,0.00000,3.0000,8,0.064399,1.8333,0
802,9,10,434.72,43.472000,339,0.00000,3.1000,17,0.018403,2.1000,0
804,61,4,156.54,39.135000,287,0.00000,2.7500,8,0.000000,1.2500,0
807,1,32,392.03,12.250938,347,0.12500,1.9063,26,0.005127,1.2500,0
808,8,6,301.89,50.315000,340,0.00000,3.3333,8,0.043062,3.8333,1
810,30,13,491.29,37.791538,318,0.15385,2.0000,12,0.026461,1.8462,1
824,74,5,251.34,50.268000,273,0.80000,2.8000,8,0.152781,3.4000,1
826,5,3,128.77,42.923333,342,1.00000,1.6667,1,0.000000,4.0000,0
827,4,11,192.84,17.530909,343,0.00000,1.5455,5,0.041485,1.7273,0
828,28,9,368.07,40.896667,319,0.00000,6.3333,8,0.000000,2.2222,0
829,73,4,87.38,21.845000,274,1.00000,2.0000,5,0.167315,3.5000,0
830,4,16,649.02,40.563750,343,0.00000,3.0625,8,0.083356,2.2500,0
831,12,11,510.93,46.448182,335,1.00000,3.2727,11,0.119116,2.3636,0
832,2,11,846.15,76.922727,345,0.81818,3.9091,18,0.117355,4.5455,0
834,2,5,166.91,33.382000,345,0.60000,2.0000,8,0.000000,1.4000,1
835,78,6,450.15,75.025000,269,0.16667,4.5000,16,0.073309,9.5000,0
842,90,56,1296.39,23.149821,257,0.28571,2.9107,37,0.007714,3.1786,0
845,43,7,266.80,38.114286,304,0.42857,2.8571,9,0.052474,3.1429,0
847,34,3,107.00,35.666667,313,0.00000,2.0000,5,0.000000,1.3333,1
850,79,2,184.92,92.460000,267,1.00000,6.0000,4,0.068408,1.5000,1
854,21,4,246.33,61.582500,325,0.00000,3.5000,8,0.048715,4.2500,0
855,25,7,309.41,44.201429,321,0.85714,4.0000,9,0.097411,0.7143,0
856,7,3,223.47,74.490000,339,0.00000,2.6667,5,0.071106,0.6667,1
858,40,10,522.58,52.258000,306,0.90000,3.5000,18,0.009568,2.6000,0
859,1,6,89.88,14.980000,345,0.00000,1.0000,1,0.000000,0.0000,1
860,73,8,189.29,23.661250,273,1.00000,1.5000,5,0.000000,1.7500,0
861,12,6,201.98,33.663333,334,0.00000,4.8333,8,0.000000,0.3333,0
864,23,14,506.69,36.192143,323,0.14286,2.7857,15,0.158420,4.9286,0
871,2,14,367.76,26.268571,344,0.00000,1.7857,7,0.113960,1.9286,0
872,22,13,378.93,29.148462,324,0.00000,2.3077,6,0.005278,2.1538,0
874,4,6,319.41,53.235000,342,0.83333,4.1667,11,0.124104,1.1667,0
876,49,7,360.63,51.518571,297,0.14286,4.5714,10,0.038821,4.7143,1
877,19,39,700.04,17.949744,327,0.76923,1.8205,12,0.000000,2.3846,0
879,60,3,65.82,21.940000,286,0.00000,1.3333,4,0.081586,1.6667,0
881,2,6,298.67,49.778333,344,1.00000,2.6667,12,0.000000,1.1667,0
882,27,16,486.24,30.390000,319,1.00000,1.8750,14,0.008226,0.2500,0
883,82,10,437.55,43.755000,264,0.10000,4.1000,15,0.063993,1.4000,0
885,12,6,622.20,103.700000,334,1.00000,4.5000,11,0.100048,2.1667,1
888,3,5,92.74,18.548000,342,0.40000,2.4000,8,0.000000,1.6000,0
889,46,13,475.52,36.578462,299,0.46154,2.6923,16,0.008412,0.8462,0
893,89,5,223.09,44.618000,256,1.00000,3.0000,10,0.086288,3.4000,0
894,18,27,488.35,18.087037,327,0.55556,1.5185,16,0.018429,1.4444,0
895,16,17,425.84,25.049412,329,0.00000,2.4118,10,0.000000,0.2941,0
896,3,24,1234.02,51.417500,342,0.87500,2.6667,16,0.148944,1.1250,0
898,8,8,385.60,48.200000,337,1.00000,3.0000,13,0.145462,2.1250,0
901,23,17,964.89,56.758235,322,1.00000,2.8824,26,0.000000,0.9412,0
910,41,2,74.42,37.210000,304,0.00000,1.5000,3,0.122951,0.0000,0
912,56,8,331.90,41.487500,289,0.00000,2.5000,9,0.003013,2.0000,0
913,7,6,322.61,53.768333,338,1.00000,2.6667,7,0.148414,4.5000,1
914,42,5,106.46,21.292000,303,0.80000,1.0000,5,0.115536,2.0000,0
915,61,4,112.57,28.142500,284,1.00000,1.7500,5,0.087501,2.0000,0
916,8,13,459.62,35.355385,337,1.00000,1.3077,7,0.147948,0.9231,0
922,8,2,59.50,29.750000,337,0.50000,1.5000,3,0.000000,0.5000,1
923,13,20,601.03,30.051500,332,0.00000,1.6500,7,0.000000,1.1000,0
924,20,8,284.69,35.586250,325,0.00000,2.0000,8,0.077277,1.5000,0
925,68,7,132.29,18.898571,277,1.00000,1.0000,1,0.015118,1.8571,0
937,22,16,635.46,39.716250,323,0.00000,4.3125,13,0.100809,0.9375,0
939,68,3,89.34,29.780000,277,0.00000,2.0000,5,0.000000,1.3333,0
940,60,6,404.36,67.393333,285,0.00000,4.3333,10,0.053344,8.1667,1
949,82,7,174.24,24.891429,262,0.00000,2.2857,10,0.057392,1.5714,0
950,5,16,1074.88,67.180000,339,1.00000,5.2500,26,0.090122,7.3750,0
953,15,21,546.65,26.030952,329,1.00000,2.0000,3,0.000000,1.0000,0
956,3,48,1147.08,23.897500,341,0.12500,1.8958,38,0.026084,2.9583,0
957,77,9,239.68,26.631111,267,0.00000,1.7778,1,0.000000,0.0000,0
958,89,6,203.83,33.971667,255,0.66667,1.5000,8,0.029436,1.6667,0
959,1,15,567.14,37.809333,343,0.13333,2.9333,23,0.012343,2.4000,0
960,50,27,759.22,28.119259,294,0.03704,2.6296,23,0.000000,1.2593,0
962,84,5,184.65,36.930000,260,1.00000,2.0000,6,0.111346,2.2000,1
963,16,7,432.30,61.757143,328,1.00000,2.4286,7,0.034698,0.2857,0
965,11,10,336.47,33.647000,333,0.90000,1.8000,10,0.136595,0.8000,0
968,68,3,189.39,63.130000,276,1.00000,6.0000,7,0.000000,3.0000,1
971,1,27,1135.89,42.070000,343,0.81481,2.5556,17,0.055463,1.5185,0
974,2,8,177.22,22.152500,342,1.00000,1.2500,5,0.028214,3.1250,0
976,28,12,448.35,37.362500,316,0.66667,2.0000,7,0.136054,2.1667,0
980,3,18,498.20,27.677778,341,0.44444,2.5000,26,0.050181,1.8889,0
981,5,14,705.64,50.402857,339,0.85714,3.7857,6,0.056686,1.9286,0
982,27,2,68.88,34.440000,317,0.00000,1.5000,3,0.029036,7.0000,1
984,62,4,170.40,42.600000,282,0.00000,3.7500,9,0.000000,4.2500,1
987,10,33,538.52,16.318788,334,0.06061,2.0909,15,0.007428,1.3636,0
992,60,4,329.50,82.375000,283,1.00000,4.5000,10,0.000000,4.5000,0
996,85,4,237.04,59.260000,258,0.50000,2.7500,6,0.043031,3.2500,1
998,9,17,837.52,49.265882,334,1.00000,3.0588,21,0.189190,0.5882,0
999,15,45,1858.74,41.305333,328,1.00000,3.7333,42,0.031338,5.7556,0
1009,18,15,206.23,13.748667,325,0.00000,1.5333,4,0.019396,0.5333,0
1010,6,7,307.62,43.945714,337,0.57143,3.4286,11,0.107275,2.2857,0
1011,2,8,253.06,31.632500,341,0.00000,2.2500,8,0.000000,0.8750,0
1012,2,14,362.19,25.870714,341,0.71429,2.0000,6,0.000000,0.5000,0
1015,21,12,322.37,26.864167,322,0.16667,1.7500,10,0.068617,2.1667,0
1016,16,47,1101.01,23.425745,327,0.00000,1.6596,18,0.000000,0.8511,0
1025,21,2,63.46,31.730000,322,0.50000,2.5000,5,0.000000,1.0000,1
1028,1,16,500.91,31.306875,341,0.12500,2.3125,13,0.072947,1.0000,0
1029,84,2,33.17,16.585000,258,0.00000,1.0000,2,0.000000,1.0000,1
1033,10,30,593.53,19.784333,332,0.00000,1.3333,20,0.008424,1.8333,0
1037,13,10,419.95,41.995000,329,0.30000,3.1000,16,0.019050,1.7000,0
1038,34,5,97.49,19.498000,308,0.00000,3.0000,10,0.061545,2.0000,0
1039,27,9,553.58,61.508889,315,0.11111,9.8889,16,0.033094,5.3333,0
1040,71,6,167.99,27.998333,271,1.00000,2.0000,7,0.000000,1.3333,0
1041,23,7,237.02,33.860000,319,0.00000,3.7143,8,0.000000,1.0000,1
1042,86,13,551.05,42.388462,256,0.00000,3.5385,10,0.000000,0.2308,0
1043,49,11,417.87,37.988182,293,0.09091,2.2727,11,0.055783,2.2727,0
1044,20,6,304.90,50.816667,322,0.66667,2.5000,10,0.101673,2.0000,0
1045,8,12,349.69,29.140833,334,0.16667,2.0000,16,0.044611,1.0000,0
1048,22,6,345.93,57.655000,320,0.16667,3.3333,12,0.063597,3.1667,0
1049,29,7,193.93,27.704286,313,0.14286,2.1429,15,0.024751,2.5714,0
1050,1,9,222.01,24.667778,340,0.00000,2.8889,14,0.025224,0.5556,0
1051,9,25,527.22,21.088800,332,0.04000,2.4400,10,0.000000,2.4400,0
1053,15,16,422.09,26.380625,326,0.87500,1.9375,16,0.028667,1.7500,0
1055,79,4,115.56,28.890000,262,1.00000,2.0000,5,0.000000,2.0000,0
1056,15,15,657.59,43.839333,326,0.06667,2.6000,7,0.073754,0.8667,0
1057,71,17,770.88,45.345882,270,1.00000,3.6471,28,0.000000,1.4118,0
1058,30,9,198.79,22.087778,311,0.22222,1.4444,5,0.055335,0.6667,0
1060,44,6,348.26,58.043333,297,0.16667,3.5000,11,0.031586,3.1667,1
1062,74,4,162.31,40.577500,267,1.00000,2.7500,4,0.061610,1.5000,1
1065,50,15,593.31,39.554000,291,0.00000,2.8000,8,0.000000,0.7333,0
1066,43,7,456.79,65.255714,298,0.00000,4.7143,21,0.101075,6.8571,1
1067,77,6,236.10,39.350000,264,0.00000,4.1667,16,0.015417,1.5000,0
1072,24,15,445.85,29.723333,316,0.06667,2.4000,16,0.044858,0.8667,0
1074,12,5,168.73,33.746000,328,0.80000,1.4000,5,0.000000,2.0000,0
1083,71,5,192.60,38.520000,269,0.00000,1.6000,3,0.000000,4.0000,1
1085,86,3,82.93,27.643333,254,0.00000,1.6667,3,0.000000,1.0000,0
1090,34,7,240.21,34.315714,306,0.00000,2.7143,8,0.000000,0.5714,0
1091,42,6,181.09,30.181667,298,0.00000,2.3333,7,0.000000,1.3333,1
1093,9,2,51.56,25.780000,331,1.00000,1.5000,3,0.000000,0.5000,1
1094,15,28,1035.23,36.972500,325,0.64286,2.5714,18,0.000000,0.1786,0
1097,7,14,771.77,55.126429,333,0.64286,3.8571,12,0.139031,2.8571,0
1099,6,13,280.34,21.564615,334,0.30769,1.9231,4,0.000000,0.6923,0
1119,8,9,174.41,19.378889,331,0.00000,1.1111,4,0.000000,2.2222,0
1121,30,3,159.46,53.153333,309,0.66667,3.3333,7,0.068983,3.6667,1
1124,56,8,317.60,39.700000,283,0.00000,2.1250,9,0.101826,2.8750,0
1125,7,10,551.75,55.175000,332,1.00000,2.9000,12,0.151373,5.6000,0
1139,40,8,326.69,40.836250,298,0.25000,3.7500,23,0.000000,0.7500,0
1141,48,9,163.90,18.211111,290,0.00000,1.5556,9,0.030506,0.3333,0
1146,85,7,108.23,15.461429,253,0.00000,1.2857,4,0.009424,1.4286,0
1155,79,2,57.78,28.890000,259,0.50000,2.5000,4,0.000000,1.0000,1
1156,23,13,680.86,52.373846,315,1.00000,3.0000,10,0.085186,1.5385,0
1158,1,7,388.08,55.440000,337,0.00000,3.4286,15,0.041873,1.0000,0
1159,85,5,304.44,60.888000,253,0.00000,3.8000,8,0.124819,3.6000,0
1163,26,5,260.87,52.174000,312,0.40000,3.0000,10,0.019167,4.4000,0
1164,16,8,182.90,22.862500,322,0.00000,2.0000,5,0.005467,0.2500,1
1165,9,8,276.53,34.566250,329,0.00000,2.3750,5,0.086790,1.2500,0
1166,8,9,284.65,31.627778,330,0.44444,1.6667,7,0.052696,3.2222,0
1169,70,2,196.88,98.440000,268,0.00000,7.5000,7,0.000000,5.5000,1
1170,68,7,182.42,26.060000,270,0.00000,2.1429,7,0.021927,1.4286,0
1181,60,6,402.74,67.123333,278,0.00000,3.1667,10,0.091374,1.8333,0
1185,16,16,692.99,43.311875,322,0.68750,4.1250,21,0.105341,3.5625,0
1186,1,13,682.47,52.497692,337,0.00000,3.5385,15,0.093777,4.6923,0
1187,31,15,587.74,39.182667,307,0.93333,2.2667,8,0.037432,1.0000,0
1192,38,2,34.24,17.120000,300,0.50000,1.0000,2,0.000000,0.0000,1
1203,8,11,590.00,53.636364,329,0.72727,2.6364,13,0.122237,1.4545,0
1204,4,6,171.46,28.576667,333,0.16667,1.8333,6,0.116937,3.6667,0
1209,2,22,283.86,12.902727,335,0.04545,1.0455,7,0.010569,0.3182,0
1210,58,10,538.29,53.829000,279,1.00000,3.2000,10,0.151220,0.5000,1
1211,49,4,149.68,37.420000,288,0.00000,3.0000,6,0.095671,2.2500,0
1212,14,7,243.14,34.734286,323,1.00000,3.2857,8,0.115366,2.5714,1
1216,19,7,526.84,75.262857,318,1.00000,4.8571,10,0.000000,3.1429,0
1217,22,9,554.86,61.651111,315,0.00000,3.0000,10,0.094618,4.7778,0
1221,23,11,389.58,35.416364,314,0.90909,2.3636,12,0.064351,1.0909,0
1222,50,11,668.49,60.771818,287,1.00000,3.0909,14,0.154453,5.5455,0
1223,56,6,387.91,64.651667,281,0.66667,4.5000,13,0.100745,4.1667,0
1226,44,11,600.82,54.620000,293,1.00000,3.0909,14,0.128940,3.3636,0
1228,37,10,744.78,74.478000,300,1.00000,4.1000,18,0.133664,4.9000,0
1229,2,3,142.85,47.616667,335,0.00000,3.0000,6,0.000000,2.0000,0
1231,85,13,1115.90,85.838462,252,1.00000,4.6154,24,0.000000,3.4615,1
1232,6,4,77.04,19.260000,331,0.75000,1.0000,3,0.000000,0.0000,0
1236,30,16,703.14,43.946250,307,1.00000,2.6250,9,0.151606,3.3125,0
1240,1,5,153.01,30.602000,336,0.20000,2.2000,9,0.000000,1.6000,1
1241,53,7,230.18,32.882857,284,0.00000,2.1429,7,0.060996,2.7143,1
1243,32,2,74.27,37.135000,305,1.00000,2.0000,4,0.000000,0.0000,1
1244,32,9,136.96,15.217778,305,0.00000,1.0000,2,0.000000,0.7778,0
1245,57,9,375.25,41.694444,280,0.88889,3.1111,15,0.103211,2.4444,1
1246,1,9,565.36,62.817778,334,0.88889,7.2222,16,0.111893,7.8889,0
1250,14,11,1114.06,101.278182,321,1.00000,6.4545,13,0.035905,3.7273,0
1259,83,8,625.53,78.191250,252,0.25000,5.5000,18,0.014388,2.3750,1
1261,45,12,422.64,35.220000,290,0.83333,1.6667,10,0.101860,3.3333,0
1263,30,10,192.80,19.280000,305,0.00000,1.4000,3,0.021577,0.8000,0
1271,12,21,939.46,44.736190,323,0.04762,3.0952,33,0.000000,1.4762,0
1273,30,7,1365.38,195.054286,305,0.71429,10.0000,7,0.095651,3.2857,1
1283,6,5,231.14,46.228000,328,0.00000,2.6000,4,0.064896,4.8000,1
1284,14,11,300.01,27.273636,320,0.18182,1.7273,6,0.000000,1.1818,0
1291,38,9,265.28,29.475556,296,0.44444,2.1111,8,0.064083,3.0000,0
1292,31,9,269.55,29.950000,303,0.66667,1.8889,12,0.121128,1.2222,0
1295,67,6,133.17,22.195000,267,0.33333,2.3333,9,0.015018,1.1667,0
1296,34,4,186.61,46.652500,300,1.00000,2.7500,6,0.073951,2.2500,1
1298,10,2,61.26,30.630000,324,0.00000,3.0000,2,0.000000,2.0000,1
1300,16,3,60.66,20.220000,318,0.33333,1.6667,3,0.047478,0.0000,0
1305,18,7,440.50,62.928571,315,1.00000,5.7143,21,0.099886,3.7143,0
1306,4,12,384.31,32.025833,329,0.08333,2.6667,9,0.020817,0.5833,0
1315,12,11,264.15,24.013636,321,0.00000,2.0000,7,0.007571,0.6364,0
1320,4,21,801.43,38.163333,329,0.04762,5.8571,6,0.000000,1.8095,0
1322,46,2,42.10,21.050000,287,1.00000,1.5000,3,0.110451,1.0000,1
1323,13,11,322.07,29.279091,320,0.09091,2.7273,12,0.000000,1.9091,1
1327,85,10,292.58,29.258000,247,1.00000,2.9000,10,0.103049,2.3000,0
1328,18,11,292.14,26.558182,314,1.00000,1.4545,13,0.099267,0.4545,0
1333,16,7,267.87,38.267143,316,0.00000,3.5714,7,0.037332,3.1429,0
1334,50,3,73.00,24.333333,282,0.33333,3.0000,7,0.013699,1.3333,0
1335,16,11,455.39,41.399091,316,0.63636,3.0000,10,0.092997,4.6364,0
1337,1,8,229.36,28.670000,331,1.00000,1.5000,3,0.040940,1.0000,0
1340,85,3,96.39,32.130000,247,1.00000,2.3333,3,0.145243,2.3333,1
1341,17,14,820.26,58.590000,315,1.00000,3.1429,11,0.057299,3.2143,0
1346,11,10,547.70,54.770000,321,1.00000,3.3000,9,0.125233,4.0000,0
1348,32,15,1172.00,78.133333,300,0.93333,4.4667,25,0.058874,3.2667,0
1353,61,4,142.58,35.645000,271,0.75000,1.5000,4,0.021041,1.5000,1
1357,12,24,1194.31,49.762917,319,1.00000,2.6250,20,0.052750,0.9167,0
1364,46,18,319.92,17.773333,285,0.00000,1.7222,4,0.000000,2.0000,0
1367,37,14,273.80,19.557143,294,0.85714,1.2143,8,0.013550,1.2143,0
1369,15,23,1131.29,49.186522,316,1.00000,4.1739,16,0.032361,5.3913,0
1370,21,5,210.79,42.158000,310,0.00000,2.4000,9,0.000000,0.4000,0
1371,37,2,51.90,25.950000,294,1.00000,3.0000,4,0.000000,1.5000,0
1376,9,5,161.47,32.294000,322,0.20000,2.4000,11,0.000000,0.6000,1
1378,2,6,330.34,55.056667,329,1.00000,3.1667,11,0.041472,1.1667,0
1381,21,5,253.86,50.772000,310,1.00000,2.4000,4,0.091625,2.0000,0
1382,37,10,265.67,26.567000,294,0.00000,3.2000,9,0.011292,0.9000,0
1384,84,4,185.27,46.317500,247,0.50000,3.2500,10,0.053975,3.5000,1
1385,22,3,122.52,40.840000,309,0.00000,2.3333,2,0.000000,2.0000,1
1386,57,5,325.84,65.168000,274,0.00000,4.8000,9,0.046035,5.6000,0
1391,9,10,334.13,33.413000,322,0.10000,2.0000,7,0.112232,2.4000,0
1393,19,12,270.18,22.515000,312,0.00000,1.3333,9,0.000000,0.5833,0
1394,1,5,154.61,30.922000,330,0.00000,1.8000,5,0.000000,0.2000,0
1396,41,13,141.62,10.893846,290,0.00000,1.1538,10,0.000000,1.0769,0
1397,1,15,587.06,39.137333,330,0.40000,3.0000,16,0.050438,2.5333,0
1398,29,12,541.08,45.090000,302,0.00000,4.0000,13,0.036963,1.0000,1
1401,65,10,309.71,30.971000,266,0.90000,1.6000,5,0.016338,1.3000,0
1402,26,5,257.14,51.428000,305,1.00000,2.8000,4,0.000000,2.8000,1
1405,4,13,509.55,39.196154,327,0.00000,4.2308,19,0.068688,0.6923,0
1406,14,5,137.23,27.446000,317,0.00000,1.4000,5,0.029148,3.8000,1
1411,80,8,281.80,35.225000,251,0.12500,3.0000,12,0.000000,1.2500,0
1412,34,2,92.12,46.060000,297,0.00000,3.0000,6,0.108554,2.0000,1
1418,2,8,202.76,25.345000,328,0.00000,2.3750,10,0.056717,0.8750,1
1420,71,9,541.61,60.178889,259,0.00000,7.1111,11,0.036927,2.5556,0
1421,10,5,215.93,43.186000,320,0.00000,4.8000,8,0.013893,2.6000,0
1422,49,5,140.17,28.034000,281,0.00000,1.8000,4,0.000000,1.0000,0
1423,21,21,675.67,32.174762,309,0.04762,4.5238,16,0.039960,0.5714,0
1427,58,3,170.67,56.890000,272,0.00000,3.6667,5,0.000000,4.0000,1
1428,71,4,207.65,51.912500,259,1.00000,3.2500,8,0.105948,1.2500,0
1430,31,9,286.88,31.875556,299,0.44444,2.1111,13,0.006972,2.0000,0
1431,74,6,370.40,61.733333,256,1.00000,4.1667,14,0.000000,4.0000,0
1432,30,11,383.82,34.892727,300,0.90909,2.0909,8,0.048877,1.3636,1
1433,51,4,98.97,24.742500,279,0.00000,1.2500,3,0.000000,0.7500,0
1435,22,5,292.48,58.496000,308,0.40000,3.0000,5,0.034190,1.8000,0
1438,2,12,601.06,50.088333,328,1.00000,4.2500,14,0.129937,4.4167,0
1439,10,35,1260.23,36.006571,320,0.17143,3.6857,34,0.011903,2.0000,0
1444,27,7,828.43,118.347143,303,0.85714,6.8571,11,0.071328,8.7143,0
1445,6,7,602.26,86.037143,324,1.00000,4.5714,12,0.100123,4.7143,0
1446,23,8,326.14,40.767500,307,0.00000,2.7500,9,0.067456,3.6250,1
1453,18,3,214.70,71.566667,312,0.00000,5.3333,8,0.065533,2.0000,1
1454,70,5,196.60,39.320000,260,0.00000,2.2000,10,0.020346,1.4000,0
1459,7,9,405.99,45.110000,322,0.88889,2.8889,9,0.123008,2.6667,0
1461,13,3,185.64,61.880000,316,0.00000,3.3333,5,0.000000,4.6667,0
1462,3,56,1529.75,27.316964,326,0.76786,2.4643,22,0.000000,0.9464,0
1464,50,9,206.51,22.945556,279,0.00000,1.3333,3,0.000000,2.1111,0
1468,7,5,365.75,73.150000,322,1.00000,3.4000,7,0.090144,6.2000,0
1470,23,18,874.67,48.592778,306,1.00000,2.3889,14,0.000000,3.5000,0
1471,50,9,431.53,47.947778,279,0.77778,2.2222,4,0.163140,1.3333,0
1472,2,12,538.35,44.862500,327,0.00000,2.4167,8,0.036036,2.5833,0
1473,79,2,52.36,26.180000,250,0.50000,1.5000,3,0.000000,1.5000,1
1483,49,7,219.80,31.400000,280,0.28571,2.8571,11,0.026388,2.0000,1
1489,82,7,102.51,14.644286,246,0.00000,2.2857,8,0.029265,0.5714,0
1494,22,7,204.37,29.195714,306,0.85714,1.8571,7,0.000000,0.0000,0
1495,14,11,349.97,31.815455,314,0.72727,2.0000,6,0.095580,2.1818,0
1496,24,16,506.28,31.642500,304,0.62500,2.6875,11,0.016256,7.6250,0
1498,13,11,545.84,49.621818,315,0.18182,2.9091,12,0.035157,2.5455,0
1504,57,10,241.56,24.156000,271,0.00000,1.8000,5,0.000000,2.8000,1
1506,23,8,230.69,28.836250,305,0.62500,1.8750,8,0.021674,1.3750,0
1509,2,34,375.15,11.033824,325,0.00000,1.9706,7,0.000000,0.7059,0
1510,48,2,42.31,21.155000,279,1.00000,1.0000,2,0.000000,2.0000,1
1513,21,4,205.92,51.480000,306,0.00000,2.7500,5,0.114025,4.0000,1
1514,36,20,921.52,46.076000,291,0.25000,3.1500,19,0.008681,5.3000,0
1520,12,13,327.28,25.175385,315,1.00000,1.6154,9,0.036666,1.6154,0
1521,48,7,389.26,55.608571,279,1.00000,2.5714,7,0.189077,3.7143,0
1526,8,5,124.60,24.920000,319,1.00000,2.4000,8,0.000000,1.2000,0
1539,33,11,344.54,31.321818,293,0.00000,2.0909,5,0.000000,1.2727,0
1540,74,3,91.46,30.486667,252,0.66667,7.3333,6,0.087470,4.3333,1
1543,51,11,543.62,49.420000,275,0.09091,5.0909,15,0.020235,2.0909,0
1550,34,4,208.06,52.015000,292,0.00000,3.0000,8,0.076901,1.5000,1
1553,39,5,515.21,103.042000,287,1.00000,5.2000,11,0.154209,8.2000,0
1564,49,2,103.83,51.915000,276,1.00000,2.0000,4,0.134354,3.0000,0
1570,76,7,297.70,42.528571,249,0.28571,3.0000,13,0.116728,3.0000,1
1572,9,8,410.53,51.316250,316,0.87500,3.8750,13,0.012179,2.7500,0
1573,23,6,218.36,36.393333,302,0.00000,2.6667,10,0.064114,1.0000,0
1575,64,4,94.69,23.672500,261,0.00000,1.5000,3,0.000000,1.7500,0
1580,74,6,175.81,29.301667,251,0.50000,1.5000,7,0.000000,0.3333,0
1581,61,11,351.59,31.962727,264,0.45455,2.5455,5,0.032225,0.2727,1
1582,25,3,114.86,38.286667,300,0.00000,1.6667,2,0.087063,1.6667,0
1584,34,4,504.71,126.177500,290,0.75000,5.7500,4,0.019813,2.0000,0
1596,64,2,71.42,35.710000,260,0.00000,2.5000,4,0.000000,2.5000,0
